機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","益興藥局","彰化縣","溪州鄉","大莊村中山巷27號","鄭淮品","男","48802581","Y"
"開業","真心藥局","屏東縣","屏東市","廣東路1028號","劉怡旻","女","087334355、073460961、0936986212","Y"
"開業","真安大藥局","臺中市","烏日區","興祥街3號","胡妍之","女","23360401","Y"
"開業","真安綜合大藥局","新北市","新莊區","四維路205號1樓","盧克威","男","22026188","Y"
"開業","真安藥局","臺南市","北區","公園路６９８號","陳寶�","男","062516784","Y"
"開業","真成大藥局","新北市","中和區","光華街三十八號","簡永長","男","0222447008","Y"
"開業","真美滿藥局","新北市","新莊區","幸福路729號2樓","李少誠","男","(02)29919473","Y"
"開業","真健康藥局","高雄市","鳳山區","五福里五甲三路117號1樓","陳柏志","男","78232828","Y"
"開業","真善美中山藥局","新竹縣","湖口鄉","中山路一段577號","葉明政","男","6992320","Y"
"開業","真善美藥局","新竹縣","竹北市","勝利五路176號","李婉如","女","36589478","Y"
"開業","真誠藥局","臺中市","西區","美村路一段378號1樓","黃文儀","女","423015750","Y"
"開業","真豐藥局","彰化縣","伸港鄉","新港村新港路117號","朱庭賢","男","47988337","Y"
"開業","真豐藥局鹿港店","彰化縣","鹿港鎮","永安里民權路115-1號","田婷瑋","女","47755540",""
"開業","祐仁健保藥局","臺中市","大里區","仁化路816號1樓","俞肇瑜","女","424964321","Y"
"開業","祐心藥局","臺中市","北屯區","東山路一段296之2號1、2樓","陳奕涵","女","","Y"
"開業","祐心藥局","新北市","樹林區","學府路362號1樓","黃代翔","男","226803205","Y"
"開業","祐幼藥局","彰化縣","埤頭鄉","彰水路3段496號","張倍嘉","男","48911910","Y"
"開業","祐民保健藥局","雲林縣","麥寮鄉","橋頭村仁德路４９號","林德欽","男","056910919","Y"
"開業","祐民健保藥局","臺中市","外埔區","甲后路三段1030號1樓","蔡忠和","男","426836736","Y"
"開業","祐民藥局","臺北市","北投區","中央南路一段二○九號一樓","林福財","男","28975339","Y"
"開業","祐生藥局","臺中市","西屯區","文華路3之1號1樓","朱鎬男","男","424517169","Y"
"開業","祐全大藥局","新北市","新莊區","建安街88號1樓","梁鍾寶","男","22026008","Y"
"開業","祐安藥局","高雄市","苓雅區","英明路144號","陳瓊芳","女","","Y"
"開業","祐安藥局","南投縣","南投市","彰南路二段三三二號","王相衪","女","0 0 0","N"
"開業","祐安藥局","雲林縣","土庫鎮","馬光路39-1號","張凱傑","男","","Y"
"開業","祐佑藥局","臺中市","霧峰區","育仁街52號","戴天佑","男","423327030",""
"開業","祐兒藥局","新北市","鶯歌區","建國路171號1、2樓","賴昆賢","男","286781907","Y"
"開業","祐昇健保藥局","高雄市","小港區","漢民路333號一樓","李金妮","女","78070976","Y"
"開業","祐欣藥局","新北市","汐止區","中興路240號1樓","林祐任","男","","Y"
"開業","祐恩藥局","臺中市","后里區","甲后路一段478號1樓","張名蕙","女","425587518","Y"
"開業","祐祐藥局","雲林縣","西螺鎮","光復西路362號","吳芝汐","女","55878758","Y"
"開業","祐康藥局","基隆市","信義區","信一路１１５號１樓","葉瀞雅","女","224279521","Y"
"開業","祐康藥局","新北市","鶯歌區","建國路36號","劉宜婷","女","226771223","Y"
"開業","祐康藥局","苗栗縣","頭份市","自強路37號","趙天麟","男","37663079","Y"
"開業","祐康藥師藥局","新北市","五股區","五福路36號1樓","潘素貞","女","82921335","Y"
"開業","祐祥藥局","桃園市","八德區","大智里１３鄰桃德路７９號","黃中興","男","33638402","N"
"開業","祐誠中西藥局","臺中市","西屯區","大墩路949-24號1樓","林明村","男","423206979",""
"開業","祐達藥局","桃園市","中壢區","民族路二九八號","歐貞伶","女","34015995","Y"
"開業","祐寧藥局","基隆市","安樂區","樂利三街一０二號","張明祐","男","24321718","Y"
"開業","祐榮藥局","臺南市","新化區","忠孝街一九二之五號","林美美","女","065983607","N"
"開業","祐銘藥局","新北市","三重區","龍門路22號1樓","蘇友良","男","(02)29769001","Y"
"開業","祐德健保藥局","屏東縣","東港鎮","中山路1號","吳安生","男","088325995 0933623708","Y"
"開業","祐鄰藥局","臺北市","北投區","尊賢街二五○號","潘美貝","女","","Y"
"開業","祝安藥師藥局","高雄市","鳳山區","鳳松路39之5號","邱雄威","男","077476550","Y"
"開業","神通藥局","桃園市","八德區","廣福路１０３號","李合海","男","033663017","N"
"開業","神農氏藥局","高雄市","鼓山區","神農路195號1樓","張博欽","男","75869627","Y"
"開業","神農健保藥局","高雄市","左營區","重和路117號","林誌鴻","男","3418228","Y"
"開業","神農養生藥局","宜蘭縣","宜蘭市","神農路一段91號1樓","蔡宛伶","女","39327089","Y"
"開業","神農藥局","臺中市","西區","公益路190之1號1樓","邱順聰","男","423103335","Y"
"開業","神農藥局","臺南市","麻豆區","東角里興中路一九五號","梁瑞明","男","65721136","Y"
"開業","神鳳藥局","臺南市","永康區","中華路６１９巷１５號","蔡美玲","女","062328989","N"
"開業","神輝中西藥局","嘉義縣","民雄鄉","民生路１２號","何文治","男","052263633","Y"
"開業","秝安藥局","臺北市","北投區","石牌路一段69之1號(實際使用:1樓)","王巧瑩","女","228215399","Y"
"開業","笑嘻嘻藥局","臺南市","北區","長榮路四段139號1樓","蕭潔君","女","(06)2757012.0953959975","Y"
"開業","純安大藥局","新北市","鶯歌區","國慶街179號1樓","洪財偉","男","226791791","Y"
"開業","紘信藥局","臺南市","麻豆區","民生路36之7號1樓","張守都","男","065711289、0919126388","Y"
"開業","級立健保藥局","新北市","永和區","保平路139號1樓","張哲豪","男","229299995","Y"
"開業","能安西藥局","新竹縣","竹東鎮","東峰路13號","張怡婷","女","","Y"
"開業","能康藥局","臺北市","中山區","長春路４６號","蔡海清","男","0225429426","Y"
"開業","能德藥局","臺中市","大甲區","復興路22之1號","傅金城","男","226873549","Y"
"開業","茗生藥局","臺中市","霧峰區","萊園路6-4號1樓","陳寀逸","女","423392277","Y"
"開業","荃大藥局","臺中市","南區","台中路154號","康梨鈴","女","422874588","Y"
"開業","荃生藥局","彰化縣","永靖鄉","永社路119號","范賜全","男","48223252","N"
"開業","荃安藥局","花蓮縣","吉安鄉","建國路二段277–1號","劉建祿","男","8579317","Y"
"開業","荃恩藥局","新北市","永和區","中山路一段172號1樓","黃士敬","男","0229220237","Y"
"開業","草屯丁丁藥局","南投縣","草屯鎮","太平路二段179號","孫可恩","女","492330058","Y"
"開業","草屯啄木鳥藥局","南投縣","草屯鎮","中興路22號","廖尉晉","男","492323560","Y"
"開業","草屯福倫藥局","南投縣","草屯鎮","中山街１４２號","阮鈴媛","女","0 0 0","Y"
"開業","草屯藥局","南投縣","草屯鎮","碧山路145、147號","鄭宜蓁","女","492362992","Y"
"開業","草新健保藥局","南投縣","埔里鎮","中山路二段390號","吳佳穎","男","","Y"
"開業","草漯藥局","桃園市","觀音區","大觀路二段186號","林顯正","男","34832452","Y"
"開業","荐荃藥師藥局","臺北市","信義區","虎林街68之3號","洪鈴芳","女","27492866","Y"
"開業","記安大藥局","新北市","新莊區","天祥街46號1樓","詹美玲","女","22095331","Y"
"開業","財德中西藥局","臺中市","南屯區","南屯路二段六一八號","黃金字","男","423898989","Y"
"開業","貢玄藥局","臺北市","中山區","錦州街２0７號","蔡嫦娥","女","0225637847","Y"
"開業","軒源藥局","新北市","板橋區","信義路169號(1樓)","劉書君","女","(02) 29583995","Y"
"開業","追分藥局","臺中市","大肚區","沙田路一段402號1樓","蘇雪真","女","426931439","Y"
"開業","郝藥局","新北市","土城區","中正路35號1樓","郝冠博","男","","Y"
"開業","酒泉春天藥局","臺北市","大同區","酒泉街94號1樓、2樓","鄭志明","男","0225977932","Y"
"開業","高大藥局","高雄市","鳳山區","南華路182號","高銘均","男","77213566","Y"
"開業","高山專業藥局","高雄市","左營區","文自路736號","歐建良","男","73482367","N"
"開業","高平堂藥局","新竹縣","關西鎮","正義路66號","范綱智","男","35872263","Y"
"開業","高田藥師藥局","桃園市","龜山區","山鶯路７６號","謝茵淇","女","33336363","Y"
"開業","高名藥局","新竹縣","竹北市","成功八路68號1樓","梁琡華","女","(03)6577088","Y"
"開業","高杏藥局","高雄市","苓雅區","大順三路44號","王建凱","男","77277802","Y"
"開業","高明藥師保健藥局","臺南市","中西區","西門路１段４４８號","高啟彰","男","2143382","Y"
"開業","高品藥局","南投縣","埔里鎮","南昌街200號","林世強","男","","Y"
"開業","高昱藥局","臺北市","內湖區","陽光街321巷26號2樓之15","徐世輝","男","87519962、0955392507","Y"
"開業","高晟藥師藥局","新竹市","香山區","大庄路59號","張貴然","女","35306645","Y"
"開業","高泰連鎖藥局","高雄市","鳳山區","天興里五甲二路633號","朱宏彬","男","78127970",""
"開業","高泰藥局","高雄市","小港區","桂陽路7號","黃建璋","男","077930043","Y"
"開業","高陞藥局","臺南市","官田區","官田里307號","吳麗彤","女","066901241","N"
"開業","高登藥局","基隆市","中山區","安一路72號","黃金寶","男","224270872","Y"
"開業","高萌藥局","南投縣","南投市","祖祠路１２９號","黃高明","男","0 0 0","N"
"開業","高雄藥局","高雄市","鼓山區","九如四路924號","郭米斐","女","5610031","Y"
"開業","高福藥局","臺南市","東區","大智里德東街168號","李其霖","男","62904668","Y"
"開業","高藥局","彰化縣","員林市","員水路二段５０５號","高仁博","男","048327808","Y"
"開業","高鐵藥局","高雄市","左營區","華夏路1322、1326號","程愉勝","男","73452797","Y"
"開業","乾生大藥局","臺中市","南屯區","大業路九十五號一樓","賴秀吉","男","423281277","Y"
"開業","乾宏藥局","苗栗縣","竹南鎮","新南里勝利街55號","廖裕弘","男","037635905、037635 905","N"
"開業","偉安藥局","臺北市","萬華區","西藏路109號","林明憲","男","223037186","Y"
"開業","偉凱藥局","新北市","永和區","永元路6號1樓","羅義國","男","229242595","Y"
"開業","偉誠中西藥局","臺中市","東區","信義街一０二號一樓","陳汝誠","男","422823776","N"
"開業","健人藥局","屏東縣","東港鎮","中正路142號","陳賦格","男","88333828","Y"
"開業","健人藥師藥局","高雄市","林園區","東林里東林東路20號","陳貞妤","女","","Y"
"開業","健力藥局","桃園市","蘆竹區","奉化路136號","楊宗義","男","2221918","Y"
"開業","健元藥局","新竹縣","竹北市","中正東路265號","袁欣美","女","","Y"
"開業","健心藥局","彰化縣","彰化市","興北里民生路341號","賴曼玲","女","47283010","Y"
"開業","健民大藥局","桃園市","八德區","介壽路二段282號","李哲瑜","男","33666639","Y"
"開業","健民藥局","臺中市","大里區","健民路83-8號","羅濟學","男","24927748","Y"
"開業","健民藥局","高雄市","美濃區","泰安里中正路一段３１之１號","吳秋蘭","女","076818321","Y"
"開業","健民藥局","新竹縣","竹東鎮","東寧路二段三一五號","涂碧霞","女","035952 268","Y"
"開業","健生大藥局","高雄市","鳳山區","五甲二路182號","洪福生","男","7131028","Y"
"開業","健生大藥局","桃園市","中壢區","中華路一段２２５號","林昆旭","男","034559578","N"
"開業","健生活國泰置地藥局","臺北市","信義區","忠孝東路5段68號24樓","蔡金方","男","287862222","Y"
"開業","健生活新莊體育館藥局","新北市","新莊區","中華路一段234號1樓","林辰翰","男","289923222",""
"開業","健生活藥局","新北市","永和區","得和路237號1樓","黃佩慈","女","0229223222","Y"
"開業","健生藥局","臺中市","東勢區","東崎路5段409號","王志鋒","男","425871401","Y"
"開業","健生藥局","新竹縣","新埔鎮","下寮里4鄰義民路三段330號","劉文生","男","035885 672","N"
"開業","健生藥局","宜蘭縣","宜蘭市","康樂路56號","張文瓈","女","39357387","Y"
"開業","健生藥局","苗栗縣","竹南鎮","新南里南平路44號","林森貞","男","037626 879","Y"
"開業","健全藥局","臺北市","松山區","民權東路三段１０３巷２０號","羅添旺","男","0227128293","Y"
"開業","健全藥局","臺中市","大里區","內新里中興路二段三八六之一四號","楊朝全","男","24851826","N"
"開業","健全藥局","新北市","板橋區","實踐路125號1樓","楊子芳","女","89533330","Y"
"開業","健全藥局","彰化縣","秀水鄉","安東村中山路282-1號","張玉倫","女","47686649","Y"
"開業","健安健保藥局","新北市","蘆洲區","長安街263號1樓","吳泳明","男","","Y"
"開業","健安藥局","苗栗縣","卓蘭鎮","上新里上新7-11號","余彩雲","女","425899617","Y"
"開業","健安藥局","臺北市","文山區","景興路165號(1樓)","朱馨潔","女","0229323757","Y"
"開業","健安藥局","高雄市","苓雅區","建軍路4號1樓","洪瑞量","男","77405332",""
"開業","健安藥局","臺中市","龍井區","國際街153號","陳世傑","男","","Y"
"開業","健安藥局","新竹市","香山區","內湖路六十號","林玉清","男","35370111","Y"
"開業","健安藥局","嘉義市","西區","民族路６２６號","張志瓊","男","052281219","Y"
"開業","健安藥局","新北市","新莊區","民安西路209號1樓","葉育誠","男","22070391","Y"
"開業","健安藥局","桃園市","桃園區","民生路２９５號","康登盛","男","033326941","Y"
"開業","健安藥局","新竹縣","竹北市","中山路458號","蕭振權","男","035536591","Y"
"開業","健安藥局","彰化縣","福興鄉","廈粘村沿海路3段155號1樓","林韋廷","男","47707835","Y"
"開業","健安藥局","雲林縣","水林鄉","蔦松路69-1號","黃居文","男","7841025","Y"
"開業","健安藥局","嘉義縣","民雄鄉","興南村頭橋４５號","賴元賢","男","052211797","Y"
"開業","健安藥局","屏東縣","長治鄉","潭頭村合興路7之5號","林春枝","女","087232351、0916363767","N"
"開業","健安藥局","屏東縣","新園鄉","中洲村南興路一七０號","朱英治","男","88322649","Y"
"開業","健安藥局","花蓮縣","花蓮市","中山路５３７號","黃秀娟","女","38323031","Y"
"開業","健成藥局","臺北市","內湖區","內湖路1段323巷5弄1號1樓","盧清福","男","227986969","Y"
"開業","健成藥局","新竹市","東區","南大路八０二號","楊鏗作","男","035223672","N"
"開業","健成藥局","新北市","汐止區","新興路20號1樓","吳韋志","男","(02)26428989、0989367711","Y"
"開業","健而康藥局","臺南市","新營區","民權里中山路二００號","方味虹","女","66355224","Y"
"開業","健佑藥局","新竹市","香山區","大庄路45巷2、6號","蘇仁濬","男","35306555","Y"
"開業","健和藥局","新竹市","北區","大同里大同路178號","張淑珠","女","35231734","Y"
"開業","健怡藥局","高雄市","左營區","翠峰路40號","宋振祥","男","75821891","Y"
"開業","健林藥局","高雄市","大寮區","大寮里大寮路７１０號","林振利","男","077884159","N"
"開業","健林藥局","屏東縣","內埔鄉","中興路157號","張文芳","女","87790635","Y"
"開業","健星藥局","新北市","中和區","景平路７５４號","蔡鳳釵","女","22403437","Y"
"開業","健美藥局","高雄市","新興區","復興一路40之4號","顏暉哲","男","2291108、0921993901","Y"
"開業","健美藥局","南投縣","南投市","民權街98號","黃文勇","男","","Y"
"開業","健家藥局","高雄市","前鎮區","二聖二路45號","洪健家","男","3389986","Y"
"開業","健泰藥局","南投縣","草屯鎮","碧山路１０８２號","林永安","男","049336 280","Y"
"開業","健康人生藥局","臺北市","文山區","興隆路3段106號1樓","林宥瑋","男","229347813","Y"
"開業","健康人生藥局","臺中市","南區","美村南路131號","楊玉冠","女","422633936","Y"
"開業","健康人生藥局","新竹市","北區","湳雅街九十七號一樓","林金蘭","女","5356731","N"
"開業","健康人生藥局","新北市","樹林區","博愛一街26號1樓","吳玉蓉","女","226814394","Y"
"開業","健康人生藥局","新竹縣","竹東鎮","中興路四段195號52館B116室","吳珮雯","女","35910472","Y"
"開業","健康大藥局","臺東縣","臺東市","新生路４８９號","陳郁惠","女","089347 049","Y"
"開業","健康小站藥局","新北市","深坑區","埔新里北深路2段75號","高培原","男","","Y"
"開業","健康小熊藥局","新竹市","東區","西大路142號2樓","李文榮","男","35622958","Y"
"開業","健康中西藥師藥局","桃園市","八德區","興豐路326號2樓","陳瑟琴","女","33638373","Y"
"開業","健康台安藥局","臺南市","南區","健康路二段106號1樓","鄭育駖","女","(06)2233686.0920026160","Y"
"開業","健康生活藥局","臺中市","龍井區","新興路96之25號","許恒梅","女","426523949","Y"
"開業","健康生活藥局","桃園市","中壢區","中山路二五號","謝慧祝","女","34272729","Y"
"開業","健康社區藥局","桃園市","龍潭區","中正路２９０號","江誌程","男","034992198、03","Y"
"開業","健康活力藥師藥局","臺北市","松山區","民生東路五段219號","李協昌","男","227455556","Y"
"開業","健康美藥局","臺北市","大同區","民族西路165號","李秀茹","女","25976707","Y"
"開業","健康家藥局","臺北市","文山區","興隆路2段133號1樓","張惠婷","女","0229330858","Y"
"開業","健康家藥局","宜蘭縣","宜蘭市","東港路2段428號","溫凱輝","男","9371516","Y"
"開業","健康堂藥局","桃園市","蘆竹區","中正路三五三號","呂慶章","男","332297993218828","Y"
"開業","健康晨光藥局","新北市","汐止區","大同路2段516號1樓","練凡瑜","男","226433111","Y"
"開業","健康新高橋藥局","臺南市","安平區","健康三街202號1樓","顏文娟","女","62952468.091","Y"
"開業","健康新藥局","彰化縣","員林市","仁愛里三民東街170號","許馨尹","女","48323105","Y"
"開業","健康達人藥局","臺中市","北區","北平路二段56號1樓","楊三賢","男","422994866","Y"
"開業","健康藥局","臺北市","大同區","寧夏路２３號之４","歐美慧","女","0225551219","N"
"開業","健康藥局","臺中市","西屯區","大墩十九街二十六號一樓","林郁芬","女","423190305","Y"
"開業","健康藥局","臺南市","北區","長榮路五段21號","郭雅萍","女","062003078、0933624006","Y"
"開業","健康藥局","高雄市","鹽埕區","大仁路102號","吳湘華","女","075510738","Y"
"開業","健康藥局","高雄市","大樹區","九曲里九大路333號","張有文","男","076515007","N"
"開業","健康藥局","新竹市","北區","延平路一段一六七號","許裕興","男","035264697、035248484","Y"
"開業","健康藥局","新北市","三重區","安樂街58號1樓","王子亮","男","229841882","Y"
"開業","健康藥局","桃園市","觀音區","新坡里中山路二段６２５號１樓","黃永金","男","034989952、0910366766","Y"
"開業","健康藥局","宜蘭縣","宜蘭市","光復路149號1樓、2樓","林建明","男","39315088","Y"
"開業","健康藥局","彰化縣","鹿港鎮","民權路232號","陳達輝","男","047764364、047752455","Y"
"開業","健康藥局","雲林縣","土庫鎮","中正路11號","許新交","男","056622889","Y"
"開業","健康藥局","屏東縣","屏東市","復興南路一段１８６號","宋新安","男","875244460","N"
"開業","健康藥師藥局","新北市","泰山區","明志路二段３２３號","邵雅萍","女","0022972121","Y"
"開業","健強藥局","南投縣","草屯鎮","中山街354號","許健雄","男","","N"
"開業","健涵藥局","臺北市","南港區","舊莊街一段147號","朱建涵","女","227837285","Y"
"開業","健通藥局","新竹縣","竹東鎮","東寧路三段101號一樓","林國欽","男","35947630","Y"
"開業","健勝藥局","高雄市","左營區","勝利路127-1號1樓","陳甫亮","男","75811169","Y"
"開業","健惠藥局","屏東縣","潮州鎮","大同路４９號","黃加猛","男","087894797","Y"
"開業","健揚藥局","臺北市","士林區","延平北路5段251號1樓","余可安","女","228163698","Y"
"開業","健智美藥局","高雄市","左營區","富國路108號","莊雅琪","女","5580888","Y"
"開業","健智藥局","高雄市","苓雅區","四維二路９６之２號","林佩蓉","女","077249153","Y"
"開業","健森藥局","高雄市","苓雅區","林森二路144號1樓","葉武椿","男","73365169","Y"
"開業","健登藥局","臺南市","善化區","光文里大成路212號1樓","郭振武","男","065831133/062302086","Y"
"開業","健華中西藥局","新竹縣","新豐鄉","新竹縣新豐鄉建興路一段１１２號","李建機","男","035575959","N"
"開業","健華藥局","臺北市","萬華區","康定路３２８號","林德福","男","23063083","Y"
"開業","健華藥局","臺中市","大里區","塗城路四五五號","謝小華","女","424926988","N"
"開業","健順藥局","高雄市","苓雅區","自強三路140、142號1樓","郭岱昀","女","72695832","Y"
"開業","健園藥局","臺北市","南港區","研究院路一段19號1樓","鄒秀春","女","27851567","Y"
"開業","健新藥局","臺中市","南區","工學北路69號1樓","張耘慈","女","422652727","Y"
"開業","健新藥局","臺南市","關廟區","香洋里中正路九四七號","陳政雄","男","5952093","Y"
"開業","健新藥局","桃園市","中壢區","忠孝路80號2樓","黃玉琴","女","34555750","Y"
"開業","健新藥局","新竹縣","竹北市","中正西路２７１號","莊乾堂","男","035527 300","Y"
"開業","健暉藥局","臺中市","中區","公園路七十九號","廖本南","男","422211356","N"
"開業","健暉藥局","新北市","中和區","連城路487號1樓","陳冠甫","男","222231437","Y"
"開業","健業藥妝藥局","新北市","新莊區","中和街130號1樓","林妙穎","女","222796279","Y"
"開業","健業藥局","臺中市","北區","漢口路三段91號","吳霽筠","女","422990258","Y"
"開業","健業藥局","新北市","土城區","中央路二段223-10號","王淑芳","女","22704798","Y"
"開業","健歆藥局","臺北市","中正區","金山南路1段139號1樓","陳俐璇","女","23912858",""
"開業","健盟藥局","臺南市","北區","北安路一段206號1樓","吳建能","男","062523988. 0953786986","Y"
"開業","健群藥局","臺北市","文山區","景興路４１號","張文沐","男","0229328898","Y"
"開業","健群藥局","高雄市","苓雅區","安業路40號","黃姿翎","女","077150097、0978018765","Y"
"開業","健群藥局","新北市","土城區","裕民路80號2樓","程國珍","男","222634747","Y"
"開業","健群藥局","新北市","蘆洲區","中華街71號2樓","林文就","男","28483575","Y"
"開業","健聖藥局","臺中市","大甲區","通天路二二七號","吳茂琳","男","26813292","Y"
"開業","健裕藥局","臺中市","清水區","新興路二一二號","張政信","男","26222086","N"
"開業","健詮藥局","新北市","新店區","建國路119號1樓","吳政哲","男","02 29116312","Y"
"開業","健誠大藥局","臺北市","萬華區","環河南路二段185號","陳慧如","女","23042223","Y"
"開業","健鼎藥局","新北市","土城區","學府路一段117號1樓","洪瑪瑾","女","(02)22633469","Y"
"開業","健榮藥局","臺中市","東勢區","新盛六街58號","劉春榮","男","425884947","N"
"開業","健爾康藥局","高雄市","三民區","正興路23號","吳家慧","女","73965658","Y"
"開業","健福藥局","高雄市","苓雅區","永富街10號","王玲懿","女","73381746","Y"
"開業","健銘藥局","屏東縣","潮州鎮","新生路１４７號","蘇素慧","女","087897631","Y"
"開業","健樹藥局","新竹縣","竹北市","莊敬三路39號1樓","高暄雅","女","","Y"
"開業","健霖藥局","新竹市","北區","中山路275號2樓","黃巧雯","女","35250389","Y"
"開業","健豐藥局","桃園市","中壢區","中正路４７７號","林德豐","男","034926265","N"
"開業","健豐藥局","南投縣","埔里鎮","和四街3號","潘敏立","男","","N"
"開業","健鑫藥局","屏東縣","潮州鎮","萬年路141號","顏浤鑫","男","87862685","Y"
"開業","唯人藥局","宜蘭縣","礁溪鄉","礁溪路四段一二號","林麗玲","女","9872896","N"
"開業","唯安健保藥局","臺南市","六甲區","中正路477號1樓","丁緯禧","男","066980550、0977098214","Y"
"開業","唯安藥局","新北市","三重區","五華街１３０號","陳志山","男","0229875750","Y"
"開業","唯客優藥局","新北市","新店區","安康路2段216號1樓","王偉龍","男","22126071","Y"
"開業","唯恩藥局","新北市","林口區","麗園一街9巷1號1樓之2","羅少淵","男","","Y"
"開業","唯恩藥局","桃園市","中壢區","民族路5段310號","蔡素禎","女","34205017","Y"
"開業","唯康藥局","臺北市","松山區","八德路3段211號","熊柏翰","男","25775000","Y"
"開業","唯康藥局","桃園市","平鎮區","中豐路南勢二段１４４號","歐光國","男","34396051","Y"
"開業","唯新示範藥局","新北市","鶯歌區","建國路161號","黃秀麗","女","86775363","Y"
"開業","唯新藥局","桃園市","大園區","忠孝一街１１號１樓","江昱螢","女","3869380","Y"
"開業","唱安藥局","新北市","瑞芳區","xx魚坑路4３號","溫宗揚","男","","N"
"開業","啄木鳥藥局","臺北市","松山區","八德路四段209號(一、二層)、211號(一、二層)","林鴻文","男","27422413","Y"
"開業","啄木鳥藥局","嘉義市","西區","國華里文化路253號","林小琪","女","052226497","Y"
"開業","啄木鳥藥局","雲林縣","斗六市","民生南路262號","吳昭慶","男","55344030","Y"
"開業","啊囉哈藥局","苗栗縣","頭份市","建國路二段180號","徐從齡","男","037670478、0919023901","Y"
"開業","啓宏藥局","臺北市","士林區","大東路９０之１號","王啓陽","男","0228825811","Y"
"開業","啟人藥局","苗栗縣","苗栗市","中正路六一五號","黃綉娥","女","37361881","Y"
"開業","啟仁藥局","臺北市","萬華區","環河南路2段177號","施天璽","男","223362771","Y"
"開業","啟仁藥局","彰化縣","秀水鄉","文化街１５巷２號","鄭啟材","男","047694953","Y"
"開業","啟元藥局","高雄市","岡山區","平安里文賢路１號","周昱昌","男","076220566","N"
"開業","啟生太藥局","臺中市","烏日區","烏日里中山路二段一八九號","賴宗毅","男","23381333","N"
"開業","啟生藥局","臺中市","東區","大振街十八號一樓","楊德生","男","422811557","N"
"開業","啟生藥局","彰化縣","社頭鄉","山腳路三段539號","張傳亨","男","48736201","N"
"開業","啟安大藥局","彰化縣","芬園鄉","芬草路二段230號","邱夢盆","女","492522858","Y"
"開業","啟安大藥局","南投縣","鹿谷鄉","鹿彰路217-1號","洪耿榕","男","2750027",""
"開業","啟安藥局","高雄市","小港區","二苓路一七六巷一號","黃進麟","男","078016730","N"
"開業","啟安藥局","高雄市","阿蓮區","青蓮村中正路５４３號","黃淑娟","女","076312025","N"
"開業","啟春藥局","臺北市","北投區","崇仁路一段１０２號１樓","王啟雄","男","0228918244","Y"
"開業","啟美藥師藥局","臺北市","中山區","錦州街282號","范宥富","男","225178032","Y"
"開業","啟煌藥局","臺中市","豐原區","鎌村路二二八號","林益煌","男","25370183","N"
"開業","啟照大藥局","新北市","永和區","四維街９１號","劉錦雀","女","0029427157","N"
"開業","啟瑞中西藥局","臺中市","大雅區","中清東路125號","陳　瑞","女","25662976","N"
"開業","啟豐藥局","彰化縣","埤頭鄉","中和村廟前路７５號","許啟仁","男","48895065","N"
"開業","國山健保特約藥局","臺南市","南區","大同路２段478號","顏良憲","男","62159570","Y"
"開業","國中藥局","桃園市","大園區","中山北路一二八號","陳美惠","女","33852256","Y"
"開業","國升藥局","新北市","汐止區","建成路59巷1號1樓","陳瑞穗","女","26419459、0952801393","Y"
"開業","國民藥局","嘉義縣","溪口鄉","民生街130號","陳威仁","男","52696287","Y"
"開業","國光丁丁藥局","臺中市","大里區","國光路2段551-1號1樓","石健雄","男","424069711","Y"
"開業","國光宏達大藥局","臺中市","南區","國光路216之9號1樓","吳友雄","男","422859232",""
"開業","國光藥局","彰化縣","彰化市","泰和路二段４１１號","王天賜","男","47286161","Y"
"開業","國光藥師藥局","新北市","板橋區","國光路172號1樓","陳有仁","男","0029698217","Y"
"開業","國同藥局","嘉義市","西區","竹圍路181號1樓","黃鍚雄","男","52327336","Y"
"開業","國安大藥局","新北市","三重區","三民街290號1樓","施建嘉","男","229827692",""
"開業","國安保健藥局","臺中市","豐原區","豐田里田心路二段二五八號","林褒宜","女","25261726","Y"
"開業","國安健保藥局","新北市","土城區","延和路109號1樓","巫宜潔","女","222614933","Y"
"開業","國安漢口藥局","臺中市","北區","漢口路4段260號1樓","宋承恩","男","0422312777、0422312777","Y"
"開業","國安藥局","新北市","新莊區","中和街155巷6號1樓","黃種鈺","男","29938003","Y"
"開業","國州藥局","臺中市","霧峰區","五福里五福路二二九號","張周彩敏","女","423323793","N"
"開業","國杏藥師示範藥局","臺北市","中正區","延平南路１７１巷３號","費工梅","女","0223811322","Y"
"開業","國良豐藥局","臺中市","東勢區","豐勢路21號1樓","林政良","男","425885778","Y"
"開業","國良藥局","臺中市","西區","西屯路一段２２０號１Ｆ","曾國彥","男","422018772","Y"
"開業","國良藥局","苗栗縣","卓蘭鎮","中山路111號1樓","洪正倫","男","425899578","Y"
"開業","國姓藥局","南投縣","國姓鄉","石門村中興路70號","羅玄津","男","","Y"
"開業","國昌藥局","高雄市","楠梓區","晉昌街1號","謝榮興","男","73626077","N"
"開業","國信松藥局","屏東縣","內埔鄉","光明路284巷31號","呂賢哲","男","087785725 0933605303","Y"
"開業","國信藥局","屏東縣","萬巒鄉","萬全村褒忠路70號(B棟)","楊暢菁","男","087813689、0932754701","Y"
"開業","國星藥局","新北市","三重區","溪尾街一ｏ九號","蔡一峰","男","0229859203","Y"
